query_id,query_planning_time,plan_total_cost,plan_startup_cost,plan_rows,plan_width,output_rows,max_depth,num_operators,has_sort,has_hash,is_parallel_aware,max_workers_planned,max_workers_launched,node_type_Seq Scan_count,node_type_Hash Join_count,node_type_Merge Join_count,node_type_Nested Loop_count,node_type_Aggregate_count,node_type_Sort_count,node_type_Limit_count,node_type_Materialize_count,node_type_Gather_count,node_type_Gather Merge_count,node_type_OTHER_count,total_estimated_rows,total_estimated_bytes,total_actual_rows,total_actual_loops,total_actual_time_node,rows_estimate_error,rows_estimate_ratio,output_row_estimation_error,output_row_estimation_ratio,cost_time_ratio,sum_node_actual_time_vs_total_actual_time_ratio,query_length_chars,has_group_by,has_order_by,has_limit,num_aggregate_functions,num_joins,num_tables_referenced,num_where_conditions,actual_execution_time
7578,0.116,1636.16,1636.15,1,242,0,5,8,1,0,0,0,0,3,0,0,2,1,1,1,0,0,0,0,120.0,13668.0,0.0,6.0,6.7170000000000005,-120.0,0.0,-1,0.0,0.0007028652454527674,5.8408695652173925,451,1,1,1,1,2,3,2,1.15
7579,0.121,959643.56,931268.39,1,61,0,6,9,1,1,1,2,2,3,1,0,1,0,1,1,0,0,1,1,1449862.0,27397502.0,1000000.0,18.0,8648.322,-449862.0,0.6897208148085818,-1,0.0,0.0007300210507326281,12.34486981843097,495,0,1,1,0,2,3,2,700.56
7580,0.13,307442.29,292507.68,18,30,18,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,45682200.0,1121287272.0,25505205.0,21.0,3655717.0849999995,-20176995.0,0.5583182289819667,0,1.0,1.9809361880566267,6.002587316991767,576,1,1,1,1,3,4,0,609023.558
7581,0.091,224487.94,224477.21,92,8,92,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,3249638.0,25497192.0,1100162.0,17.0,2138.3039999999996,-2149476.0,0.3385490937759837,0,1.0,0.001166049276411018,8.168823826041777,225,0,1,1,0,1,2,0,261.764
7582,0.101,333948.01,246559.22,79,22,79,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39372901.0,699785362.0,19882237.0,20.0,21546.771999999997,-19490664.0,0.5049726206357007,0,1.0,0.011776701409300207,5.478727402266981,403,1,1,1,1,2,3,0,3932.806
7583,0.087,136.37,135.63,57,240,0,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,625.0,94404.0,0.0,5.0,0.065,-625.0,0.0,-57,0.0,0.0002273227249395028,2.096774193548387,284,1,1,1,1,1,2,0,0.031
7584,0.096,29949.23,29930.32,84,87,84,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,180229794.0,12304121978.0,76445.0,17.0,210.03600000000003,-180153349.0,0.00042415295664156394,0,1.0,0.001037221992017825,6.761395827968067,413,1,1,1,1,2,3,0,31.064
7585,0.075,199856.17,29780.31,20,46,20,5,10,1,0,1,2,2,3,0,0,2,0,1,1,2,0,1,0,22665728.0,524687864.0,13712639.0,21.0,12589.549,-8953089.0,0.6049944215336918,0,1.0,0.02134104241064962,2.951732405438604,463,0,1,1,0,2,3,1,4265.139
7586,0.161,1262482.2,1262472.12,82,77,82,11,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,28087865.0,1811638203.0,9669351.0,39.0,100452.648,-18418514.0,0.3442536839307651,0,1.0,0.006991300946658892,11.380939869774663,684,1,1,1,1,3,4,0,8826.393
7587,0.227,1225583.17,1225573.87,78,46,78,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,23003672.0,769130392.0,5601906.0,30.0,106036.582,-17401766.0,0.24352225157792198,0,1.0,0.00877353513266668,9.861394029795502,473,1,1,1,1,2,3,0,10752.697
7588,0.246,293298.34,208130.16,44,89,44,6,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,33680174.0,1061701284.0,19714355.0,61.0,33452.737,-13965819.0,0.5853400579225037,0,1.0,0.02572724755278192,4.433316383414843,465,0,1,1,0,3,4,0,7545.759
7589,0.102,201756.1,201755.16,8,40,0,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,1249901.0,10000004.0,999984.0,17.0,2800.001,-249917.0,0.8000505640046691,-8,0.0,0.0011613230033689192,11.95029107484294,330,0,1,1,0,1,2,1,234.304
7590,0.069,869481.14,263934.42,73,37,73,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,27152620.0,674069055.0,18891013.0,34.0,52193.992000000006,-8261607.0,0.6957344447791779,0,1.0,0.0206182862114755,2.9114395987195114,385,0,1,1,0,2,3,0,17927.211
7591,0.125,26891.29,26888.84,21,53,21,7,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,313371.0,16319733.0,100168.0,26.0,245.18699999999998,-213203.0,0.3196466807713541,0,1.0,0.0014148819190154135,6.444149495374264,328,0,1,1,0,2,3,0,38.048
7592,0.1,778584.91,778581.65,28,42,28,9,14,1,1,1,2,2,4,2,1,0,0,3,1,0,0,1,2,100166362.0,4201923304.0,40158452.0,38.0,64108.09900000001,-60007910.0,0.40091754555286735,0,1.0,0.01392133197135814,5.914610184631541,423,0,1,1,0,3,4,0,10838.939
7593,0.142,140.72,140.32,38,116,5,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1058.0,99608.0,95.0,7.0,0.262,-963.0,0.08979206049149338,-33,0.13157894736842105,0.0007319499715747583,2.5436893203883497,269,1,1,1,1,1,2,0,0.103
7594,0.057,26727.92,26725.94,17,110,17,5,7,1,1,1,2,2,2,1,0,0,0,1,1,0,0,1,1,312857.0,28163590.0,100101.0,17.0,292.367,-212756.0,0.3199576803459728,0,1.0,0.0016728200323856102,6.5390396099393895,184,0,1,1,0,1,2,0,44.711
7595,0.206,259787.27,248725.4,10,61,10,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39372832.0,1131355018.0,19151333.0,18.0,37709.195,-20221499.0,0.48640984219778755,0,1.0,0.025468838407671016,5.6992834558556815,372,1,1,1,1,2,3,0,6616.48
7596,0.107,29827.89,29781.38,43,31,43,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,725383.0,19079053.0,51234.0,77.0,396.67,-674149.0,0.07063027393804376,0,1.0,0.0017921817466807072,7.420356548253737,279,1,1,1,1,1,2,0,53.457
7597,0.076,105810.75,35018.36,64,18,64,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,18369808.0,255710904.0,10105896.0,13.0,9384.506,-8263912.0,0.550136179975316,0,1.0,0.028553412578589604,3.106158428045536,244,0,1,1,0,1,2,0,3021.258
7598,0.217,872262.72,234575.21,75,136,75,6,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,22703493.0,1287219288.0,12416810.0,37.0,13734.706,-10286683.0,0.5469118782735326,0,1.0,0.00506106004392805,3.111218885446252,521,0,1,1,0,3,4,0,4414.574
7599,0.049,1727.86,1727.68,73,137,73,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,16760.0,1261486.0,10845.0,6.0,3.796,-5915.0,0.6470763723150358,0,1.0,0.0006655631822022617,3.3008695652173916,327,0,1,1,0,1,2,1,1.15
7600,0.117,612368.58,297151.4,38,80,38,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,39906194.0,1653396852.0,19307090.0,47.0,46402.13,-20599104.0,0.4838118613867311,0,1.0,0.015628244675780067,4.848582784601358,473,1,1,1,1,3,4,0,9570.246
7601,0.141,26867.26,26774.28,42,195,0,7,13,1,1,1,2,2,4,1,0,2,0,1,1,2,0,1,1,204745205.0,39311850164.0,1.0,19.0,17.484999999999996,-204745204.0,4.884119264233807e-09,-42,0.0,0.00016179543429437914,4.022314239705543,546,0,1,1,0,3,4,1,4.347
7602,0.031,140.54,140.32,86,212,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,936.0,145392.0,130.0,6.0,0.058,-806.0,0.1388888888888889,-61,0.29069767441860467,0.00017788529955884447,2.32,213,0,1,1,0,1,2,0,0.025
7603,0.021,140.59,140.32,21,140,5,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1041.0,84540.0,115.0,7.0,0.07600000000000001,-926.0,0.11047070124879924,-16,0.23809523809523808,0.00022049932427626432,2.451612903225807,269,1,1,1,1,1,2,0,0.031
7604,0.196,73324.05,30182.35,52,128,52,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,6338402.0,430667176.0,3086443.0,105.0,17732.21,-3251959.0,0.4869433967741396,0,1.0,0.06851113652341899,3.5298418597021923,624,1,1,1,1,3,4,0,5023.514
7605,0.157,26819.29,26671.27,65,175,0,9,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,606964235.0,94452327647.0,1.0,21.0,22.543000000000006,-606964234.0,1.6475435327750407e-09,-65,0.0,0.0001382214070544,6.081197734016727,648,1,1,1,1,3,4,0,3.707
7606,0.076,710323.86,270678.58,53,98,53,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39156209.0,2289588918.0,18707590.0,38.0,68465.32999999999,-20448619.0,0.47776816187695803,0,1.0,0.02008603793768099,4.798660488749607,480,1,1,1,1,2,3,0,14267.592
7607,0.107,201979.44,201978.32,10,147,0,7,11,1,1,1,2,2,3,1,0,1,2,1,1,0,0,1,1,1250088.0,20022386.0,999996.0,24.0,2404.365,-250092.0,0.799940484189913,-10,0.0,0.0007447738245041179,15.983387511716488,592,1,1,1,1,2,3,2,150.429
7608,0.049,732217.87,234508.3,60,14,60,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20697575.0,170115950.0,12465556.0,19.0,9067.702,-8232019.0,0.602271328887563,0,1.0,0.004314722611181287,2.870146300608644,277,0,1,1,0,1,2,0,3159.317
7609,0.094,1236005.66,1235999.29,56,49,56,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,27337839.0,1097270731.0,9069099.0,30.0,45454.311,-18268740.0,0.33174162010391534,0,1.0,0.0031775396562504416,11.573471332722422,432,1,1,1,1,2,3,0,3927.457
7610,0.09,26790.59,26774.14,92,88,0,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,60464843.0,4186342556.0,1.0,20.0,19.336999999999996,-60464842.0,1.6538536286284577e-08,-92,0.0,0.00017241128321548722,4.186403983546222,457,1,1,1,1,2,3,1,4.619
7611,0.036,1997.54,1997.4,58,142,58,6,9,1,1,0,0,0,3,2,0,0,0,1,1,0,0,0,2,30908.0,3208756.0,20221.0,9.0,11.803000000000003,-10687.0,0.6542319140675553,0,1.0,0.0022757992330566597,2.596348438187418,360,0,1,1,0,2,3,0,4.546
7612,0.072,351386.02,244090.76,97,76,97,7,13,1,1,1,2,2,4,2,0,1,0,1,1,1,0,1,2,29170867.0,1246761772.0,22562279.0,19.0,18771.579999999998,-6608588.0,0.7734524654340922,0,1.0,0.015330723743648083,3.484606094447338,440,0,1,1,0,3,4,0,5387.002
7613,0.079,1050839.73,1050835.66,36,61,36,7,9,1,1,1,2,2,2,1,0,0,2,1,1,0,0,1,1,23587391.0,1030761527.0,6068550.0,21.0,23845.14,-17518841.0,0.2572794083075996,0,1.0,0.002087271671770537,10.871373418656434,309,1,1,1,1,1,2,0,2193.388
7614,0.078,276849.07,217117.75,54,41,54,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,27368724.0,427598946.0,19635853.0,15.0,8872.740999999998,-7732871.0,0.7174559179302623,0,1.0,0.00833552736875728,3.844869940975428,293,0,1,1,0,2,3,0,2307.683
7615,0.06,134.44,134.38,6,116,0,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,157.0,15200.0,0.0,5.0,0.036,-157.0,0.0,-6,0.0,0.00015620351085986314,1.714285714285714,355,1,1,1,1,1,2,2,0.021
7616,0.033,1031460.0,1031459.87,52,12,52,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,11830248.0,118302584.0,10034279.0,7.0,7646.254000000001,-1795969.0,0.8481883896263206,0,1.0,0.0018096242219766158,4.096452555643954,317,1,1,1,1,1,2,0,1866.555
7617,0.082,261321.18,261315.53,50,70,50,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,5437890.0,305131220.0,1151038.0,30.0,3071.5529999999994,-4286852.0,0.21166996757933684,0,1.0,0.001077830736873299,10.905180004260453,406,1,1,1,1,2,3,0,281.66
7618,0.095,219227.2,219219.97,64,59,0,10,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,2884761.0,92103050.0,1000001.0,33.0,1505.4609999999998,-1884760.0,0.3466495144658431,-64,0.0,0.00044215772495383783,15.530944054140486,477,1,1,1,1,3,4,0,96.933
7619,0.044,96961.7,35018.36,56,25,56,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,18369800.0,207201908.0,11488449.0,12.0,3423.714,-6881351.0,0.6253986978627966,0,1.0,0.01161614328131623,3.039732012454709,179,0,1,1,0,1,2,0,1126.321
7620,0.054,815857.78,815836.16,86,65,86,7,9,1,1,1,2,2,2,1,0,0,2,1,1,0,0,1,1,8584703.0,200611595.0,6135186.0,21.0,14452.813,-2449517.0,0.7146649103644005,0,1.0,0.0013624911439834525,13.001822599696474,198,1,1,1,1,1,2,0,1111.599
7621,0.116,220870.24,220862.89,53,22,53,7,13,1,1,1,2,2,4,2,0,1,0,1,1,1,0,1,2,203282652.0,4453938644.0,1340315.0,29.0,2288.737,-201942337.0,0.006593356525081147,0,1.0,0.0009811643252617464,10.561289280605417,518,0,1,1,0,3,4,2,216.71
7622,0.084,1233391.62,1200207.18,30,49,30,8,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,33155418.0,1059979332.0,5400940.0,54.0,24977.056,-27754478.0,0.1628976597429717,0,1.0,0.0024155531395616257,8.383466982264093,383,1,1,1,1,2,3,0,2979.323
7623,0.076,959948.32,959948.2,1,17,0,6,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,1375006.0,16000098.0,1100000.0,26.0,4317.362999999999,-275006.0,0.7999965091061421,-1,0.0,0.0003178316932728212,14.150556207432267,399,0,1,1,0,2,3,1,305.102
7624,0.101,155.77,145.38,11,267,11,5,12,1,0,0,0,0,4,0,1,2,0,2,1,2,0,0,0,8225992.0,2126834561.0,604.0,12.0,0.342,-8225388.0,7.34257947248186e-05,0,1.0,0.0006740707453296526,3.2571428571428576,540,0,1,1,0,3,4,1,0.105
7625,0.026,1669.81,141.17,1,116,0,4,9,1,0,0,0,0,3,0,1,1,0,2,1,1,0,0,0,515.0,44484.0,0.0,5.0,0.014,-515.0,0.0,-1,0.0,5.389834771620723e-06,1.5555555555555558,418,0,1,1,0,2,3,2,0.009
7626,0.037,320881.4,320874.87,56,59,0,7,11,1,1,1,2,2,3,1,1,0,0,3,1,0,0,1,1,33640494.0,1979295968.0,1.0,23.0,7.877999999999999,-33640493.0,2.972607952784522e-08,-56,0.0,1.1250262558066625e-05,2.182271468144044,364,0,1,1,0,2,3,0,3.61
7627,0.098,324284.67,285570.79,20,113,20,8,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,45682202.0,2599110232.0,19503154.0,108.0,22179.447,-26179048.0,0.42693112735677674,0,1.0,0.011237364381116135,6.08639075987108,589,1,1,1,1,3,4,0,3644.105
7628,0.102,310672.88,236005.27,90,44,90,6,13,1,1,1,2,2,4,2,0,1,0,1,1,1,0,1,2,33680220.0,1122937614.0,25497749.0,17.0,16423.534000000003,-8182471.0,0.757054110691676,0,1.0,0.012502211329163975,4.228403608765794,449,0,1,1,0,3,4,0,3884.098
7629,0.097,168068.4,35018.36,13,30,13,6,13,1,0,1,2,2,4,0,0,3,0,1,1,3,0,1,0,33623031.0,617219638.0,7017604.0,41.0,5880.090999999999,-26605427.0,0.20871419950212103,0,1.0,0.008841084939227124,3.9572402579703843,523,0,1,1,0,3,4,1,1485.907
7630,0.147,894405.19,297151.4,72,50,72,8,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,39906228.0,1483248814.0,19313859.0,55.0,54058.702,-20592369.0,0.4839810718266833,0,1.0,0.012634509645454987,4.783798868196452,574,1,1,1,1,3,4,0,11300.371
7631,0.081,29909.41,29847.22,66,54,66,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,9128935.0,485400490.0,55541.0,14.0,134.566,-9073394.0,0.006084061284257145,0,1.0,0.0008421764254126043,5.342252570566517,327,0,1,1,0,2,3,0,25.189
7632,0.038,135.77,135.63,57,8,0,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,568.0,2956.0,0.0,4.0,0.021,-568.0,0.0,-57,0.0,9.575016572144066e-05,1.6153846153846156,227,0,1,1,0,1,2,0,0.013
7633,0.019,140.7,140.32,36,112,5,5,7,1,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1056.0,80872.0,115.0,7.0,0.1,-941.0,0.10890151515151515,-31,0.1388888888888889,0.00023454157782515996,3.0303030303030303,274,1,1,1,1,1,2,0,0.033
7634,0.012,139.43,139.33,38,216,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,888.0,137408.0,110.0,6.0,0.04000000000000001,-778.0,0.12387387387387387,-13,0.6578947368421053,0.00013626909560352865,2.105263157894737,254,0,1,1,0,1,2,0,0.019
7635,0.067,957581.36,943643.7,1,23,0,8,11,1,1,1,2,2,3,1,0,1,1,1,1,0,0,1,2,1450009.0,17000191.0,1000000.0,20.0,4411.727,-450009.0,0.6896508918220507,-1,0.0,0.0003245196836329396,14.196847023690763,494,1,1,1,1,2,3,0,310.754
7636,0.037,139.92,139.79,55,108,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,905.0,62380.0,130.0,6.0,0.06,-775.0,0.143646408839779,-30,0.45454545454545453,0.00017867352773013153,2.4,187,0,1,1,0,1,2,0,0.025
7637,0.115,984593.16,960290.47,1,73,0,8,13,1,1,1,2,2,4,2,0,1,1,1,1,0,0,1,2,1566424.0,19764009.0,1133318.0,28.0,4858.561,-433106.0,0.7235065346291937,-1,0.0,0.0003244416201306944,15.209477121113938,659,1,1,1,3,3,4,2,319.443
7638,0.053,2082.88,2082.77,44,237,44,7,10,1,1,0,0,0,3,2,0,0,1,1,1,0,0,0,2,40894.0,7538268.0,30173.0,10.0,18.642000000000003,-10721.0,0.7378344011346408,0,1.0,0.0028465394069749576,3.144206442907742,372,1,1,1,1,2,3,0,5.929
7639,0.071,320673.93,246559.22,67,24,67,7,12,1,1,1,2,2,3,1,0,1,1,1,1,1,0,1,2,39372889.0,661574976.0,19959857.0,20.0,17032.708,-19413032.0,0.5069441818201351,0,1.0,0.009703096226126022,5.474061956657978,431,1,1,1,2,2,3,0,3111.53
7640,0.046,140.53,140.32,85,212,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,935.0,145180.0,130.0,6.0,0.079,-805.0,0.13903743315508021,-60,0.29411764705882354,0.000633316729523945,0.8876404494382023,218,0,1,1,0,1,2,0,0.089
7641,0.101,201889.33,201889.03,3,256,0,8,13,1,1,1,2,2,4,1,0,2,2,1,1,0,0,1,1,1250117.0,15026272.0,999984.0,27.0,4064.484000000001,-250133.0,0.7999123282060799,-3,0.0,0.001039906368503972,19.35966391357778,700,1,1,1,1,3,4,2,209.946
7642,0.062,24365.7,141.17,1,134,0,4,9,1,0,0,0,0,3,0,1,1,0,2,1,1,0,0,0,515.0,20840.0,6.0,7.0,0.047,-509.0,0.011650485436893204,-1,0.0,8.208259972009834e-07,2.35,345,0,1,1,0,2,3,1,0.02
7643,0.046,1044725.83,1044722.21,31,57,31,6,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,18836360.0,795717340.0,9068371.0,26.0,20516.196999999996,-9767989.0,0.4814290552951844,0,1.0,0.0019179204174553624,10.239150951164868,367,0,1,1,0,2,3,0,2003.701
7644,0.076,1061141.38,1061132.4,77,43,77,6,10,1,1,1,2,2,3,2,0,0,0,1,1,0,0,1,2,18836406.0,642193208.0,9068502.0,26.0,20989.274999999998,-9767904.0,0.4814348342247454,0,1.0,0.0019019030244584376,10.400059360178535,379,0,1,1,0,2,3,0,2018.188
7645,0.056,39735.87,29780.31,12,32,12,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,4775012.0,86250384.0,2814506.0,12.0,1226.615,-1960506.0,0.5894238590395166,0,1.0,0.009611013927718204,3.2118580159307886,240,0,1,1,0,1,2,0,381.902
7646,0.091,965394.74,951457.08,1,48,0,8,11,1,1,1,2,2,3,1,0,1,1,1,1,0,0,1,2,1449885.0,14899542.0,999996.0,20.0,4486.217,-449889.0,0.6897071147022005,-1,0.0,0.00032691290611341016,14.214882762991126,476,1,1,1,1,2,3,2,315.6
7647,0.109,30271.66,30182.35,93,254,93,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,18005501.0,4298302422.0,158753.0,124.0,883.4860000000001,-17846748.0,0.008816916563443583,0,1.0,0.005170215310293522,5.644881190459457,542,1,1,1,2,3,4,0,156.511
7648,0.101,26608.53,26607.07,71,119,0,6,10,1,0,0,0,0,4,0,0,3,1,1,1,0,0,0,0,152456.0,5956228.0,0.0,7.0,2.9640000000000004,-152456.0,0.0,-71,0.0,1.6460886790814827e-05,6.767123287671234,566,1,1,1,2,3,4,1,0.438
7649,0.019,24665.05,24665.05,1,134,0,3,5,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,61.0,6592.0,0.0,4.0,27.227,-61.0,0.0,-1,0.0,0.00027626134956142395,3.9957440563545643,316,0,1,1,0,1,2,2,6.814
7650,0.083,1242229.82,1242220.19,83,61,83,8,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,27335266.0,1150669020.0,9069227.0,30.0,33185.474,-18266039.0,0.33177752870595806,0,1.0,0.0020393303712512713,13.099613668561812,405,1,1,1,1,2,3,0,2533.317
7651,0.135,143400.35,143396.51,32,269,0,11,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,8306564.0,2209327851.0,2.0,33.0,13.386999999999999,-8306562.0,2.4077344134108883e-07,-32,0.0,2.8172874055049377e-05,3.313613861386138,680,1,1,1,1,3,4,2,4.04
7652,0.036,625936.88,236064.39,47,12,47,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20714614.0,152759688.0,12454778.0,22.0,10852.989,-8259836.0,0.6012556159627208,0,1.0,0.006232093242372937,2.7821777914156667,293,0,1,1,0,1,2,1,3900.897
7653,0.07,441333.84,234508.3,22,49,22,5,10,1,0,1,2,2,3,0,0,2,0,1,1,2,0,1,0,27154126.0,642904704.0,12156298.0,40.0,10597.114,-14997828.0,0.44767774886218026,0,1.0,0.006300871920449155,3.810831318316966,326,0,1,1,0,2,3,0,2780.788
7654,0.135,1251015.48,1226680.0,22,101,22,10,15,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,3,33905410.0,2102426884.0,6001102.0,63.0,42714.956,-27904308.0,0.1769954116466959,0,1.0,0.004033311402349713,8.465556752385925,626,1,1,1,1,3,4,0,5045.735
7655,0.134,30222.79,30182.35,42,278,42,9,14,1,1,1,2,2,4,2,0,1,1,1,1,1,0,1,2,18005450.0,4729670548.0,136973.0,72.0,508.18800000000005,-17868477.0,0.007607307787364381,0,1.0,0.002851887598729303,5.895999628735846,627,1,1,1,1,3,4,0,86.192
7656,0.124,235584.51,235487.81,42,163,42,7,15,1,1,1,2,2,4,1,0,2,1,1,1,2,0,1,2,1803824082.0,259769764266.0,863382.0,105.0,2713.6499999999996,-1802960700.0,0.000478639801195425,0,1.0,0.0018582758263690597,6.198647268839898,493,1,1,1,1,3,4,0,437.781
7657,0.074,77089.9,43903.07,40,48,40,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,7775040.0,188751920.0,2769587.0,17.0,2593.8759999999997,-5005453.0,0.35621514487385275,0,1.0,0.006981199871837945,4.819718309859155,349,1,1,1,1,1,2,0,538.18
7658,0.076,318891.39,217117.75,92,18,92,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,17417597.0,259509534.0,13438194.0,18.0,9924.683,-3979403.0,0.7715297351293637,0,1.0,0.008239068480337458,3.777424022824363,385,0,1,1,0,2,3,2,2627.368
7659,0.044,139.2,139.12,32,112,25,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,882.0,62744.0,130.0,6.0,0.07800000000000001,-752.0,0.1473922902494331,-7,0.78125,0.0003735632183908046,1.5000000000000004,223,0,1,1,0,1,2,0,0.052
7660,0.015,1859.89,1859.84,22,29,22,4,6,1,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,30362.0,873358.0,20094.0,6.0,6.166999999999999,-10268.0,0.6618141097424413,0,1.0,0.0011699616643995076,2.834099264705882,199,0,1,1,0,1,2,0,2.176
7661,0.025,574609.71,234508.3,41,12,41,4,7,1,0,1,2,2,2,0,0,1,0,1,1,1,0,1,0,20753119.0,227037428.0,12009857.0,22.0,10535.704,-8743262.0,0.5787013026812982,0,1.0,0.006678148547124274,2.745582669612118,206,0,1,1,0,1,2,0,3837.329
7662,0.071,1000918.22,270941.44,88,44,88,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,32747144.0,595937880.0,12375767.0,28.0,25024.527000000002,-20371377.0,0.37791897210944564,0,1.0,0.0052446082957706575,4.767099590355056,380,1,1,1,1,1,2,2,5249.424
7663,0.103,29920.95,29914.85,44,246,44,7,13,1,1,1,2,2,4,2,0,1,0,1,1,1,0,1,2,60280684.0,14766748364.0,54690.0,17.0,110.10000000000001,-60225994.0,0.0009072557968983895,0,1.0,0.0007148168758010692,5.147746399850384,455,0,1,1,0,3,4,0,21.388
7664,0.108,261393.7,261383.16,84,254,75,11,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,5438434.0,1175776896.0,1650535.0,39.0,5126.806,-3787899.0,0.3034945353754408,-9,0.8928571428571429,0.002014279609646292,9.737153384486819,606,1,1,1,2,3,4,0,526.52
7665,0.057,798961.52,358351.93,15,42,15,6,9,1,0,1,2,2,2,0,0,1,1,1,1,1,0,1,1,24595511.0,421205502.0,10649632.0,16.0,9844.565,-13945879.0,0.43299088195402813,0,1.0,0.002509217214866618,4.910575687560855,328,1,1,1,1,1,2,0,2004.768
7666,0.08,51508.35,29935.52,26,118,26,5,10,1,0,1,2,2,3,0,0,2,0,1,1,2,0,1,0,4924994.0,214001896.0,2659405.0,18.0,1092.4249999999997,-2265589.0,0.5399813685052205,0,1.0,0.0068878346908802165,3.0791530549832142,395,0,1,1,0,2,3,0,354.781
7667,0.129,1262482.28,1262472.12,81,75,81,11,15,1,1,1,2,2,4,3,0,0,2,1,1,0,0,1,3,28087864.0,1435080272.0,9669235.0,39.0,66498.92899999999,-18418629.0,0.34424956628955483,0,1.0,0.00494883381650315,10.64354962494888,610,1,1,1,3,3,4,0,6247.815
7668,0.086,289447.7,220867.3,62,62,62,5,10,1,1,1,2,2,3,1,0,1,0,1,1,1,0,1,1,27366632.0,561260308.0,19121627.0,16.0,9746.921,-8245005.0,0.6987205075144066,0,1.0,0.00876526571121484,3.8417779294828795,352,0,1,1,0,2,3,1,2537.086
7669,0.088,261324.68,261315.53,81,170,81,9,12,1,1,1,2,2,3,2,0,0,2,1,1,0,0,1,2,5437921.0,778175490.0,1151011.0,30.0,3265.5209999999997,-4286910.0,0.21166379577783495,0,1.0,0.0011449856171257917,10.913700273718051,396,1,1,1,1,2,3,0,299.213
